Processing [/root/arle-decode-hidden-scratch/docs/trace-artifacts/2026-05-15-dsv4-deepep/nsys-single-token-padded-peer-combine/trace.sqlite] with [/opt/nvidia/nsight-systems/2023.2.3/host-linux-x64/reports/cuda_gpu_kern_sum.py]...

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)                                                  Name
      0.1        2,235,506      1,376    1,624.6    1,664.0     1,439      2,080        123.9  dsv4_mhc_pre_kernel(const unsigned short *, const float *, unsigned short *, int, int, int)
      0.1        2,202,878        704    3,129.1    3,136.0     2,176      3,520        139.5  void dot_kernel<float, (int)128, (int)0, cublasDotParams<cublasGemvTensorStridedBatched<const __nv_…
      0.1        2,092,521        688    3,041.5    3,040.5     2,783      3,520        120.8  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv…
      0.1        2,004,928         32   62,654.0   62,448.0    25,760     99,616     36,695.3  dsv4_swa_attention_kernel(const unsigned short *, const unsigned short *, const unsigned short *, c…
      0.1        1,954,727        688    2,841.2    2,784.0     2,335      3,648        292.4  dsv4_prepare_k_kernel(const unsigned short *, unsigned short *, int, int, int, int, float, int, flo…
      0.0        1,168,726        704    1,660.1    1,664.0     1,536      1,888         34.9  void reduce_1Block_kernel<float, (int)128, (int)7, cublasGemvTensorStridedBatched<float>, cublasGem…
      0.0          949,344        684    1,387.9    1,376.0     1,056      1,952        157.2  dsv4_count_packed_local_experts_kernel(const int *, int *, int, int, int)
      0.0          942,625        344    2,740.2    2,752.0     2,496      2,976         82.1  dsv4_scatter_route_outputs_by_slot_kernel(const unsigned short *, unsigned short *, const int *, in…
      0.0          836,130        688    1,215.3    1,248.0       960      1,344         88.3  dsv4_update_window_cache_kernel(const unsigned short *, unsigned short *, int, int, int, int)
      0.0          788,836        344    2,293.1    2,272.0     2,176      2,432         44.2  dsv4_combine_route_slot_outputs_kernel(const unsigned short *, unsigned short *, int, int, int)
      0.0          762,740        344    2,217.3    2,240.0     2,047      2,432         89.0  dsv4_sum_padded_route_outputs_by_peer_kernel(const unsigned short *, const int *, unsigned short *,…
      0.0          487,526        344    1,417.2    1,408.0     1,184      1,536         48.4  dsv4_sum_bf16_rows_kernel(const unsigned short *, unsigned short *, int, int)
      0.0          475,778        344    1,383.1    1,376.0     1,056      1,792        146.0  dsv4_count_expert_ranks_kernel(const int *, int *, int, int, int, int)
      0.0          473,950        344    1,377.8    1,376.0     1,312      1,600         31.0  add_native_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int)
      0.0          459,421        344    1,335.5    1,344.0     1,216      1,441         39.9  add_assign_bf16_kernel(__nv_bfloat16 *, const __nv_bfloat16 *, int)
      0.0          403,359        344    1,172.6    1,088.0       928      1,408        141.3  dsv4_init_padded_route_slots_kernel(int *, int *, int *, int)
      0.0          245,087         16   15,317.9   15,328.0    15,072     15,679        146.1  dsv4_mhc_head_pre_kernel(const unsigned short *, const unsigned short *, const unsigned short *, co…
      0.0          206,944         16   12,934.0   13,024.0    12,000     13,408        414.1  argmax_kernel_fast(const __nv_bfloat16 *, int *, int)
      0.0           44,351         16    2,771.9    2,784.0     2,592      2,943        104.3  rms_norm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)
      0.0           33,311         16    2,081.9    2,112.0     1,888      2,336        125.5  embedding_batched_native_kernel(const __nv_bfloat16 *, const int *, __nv_bfloat16 *, int, int)
      0.0           28,801         16    1,800.1    1,776.5     1,472      2,241        314.2  dsv4_mhc_expand_kernel(const unsigned short *, unsigned short *, int, int, int)
