
NOTICE: Existing SQLite export found: /root/arle-nsys-one-token-c89d3457/docs/trace-artifacts/2026-05-14-dsv4-deepep/nsys-one-token-current/trace.sqlite
        It is assumed file was previously exported from: /root/arle-nsys-one-token-c89d3457/docs/trace-artifacts/2026-05-14-dsv4-deepep/nsys-one-token-current/trace.nsys-rep
        Consider using --force-export=true if needed.

Processing [/root/arle-nsys-one-token-c89d3457/docs/trace-artifacts/2026-05-14-dsv4-deepep/nsys-one-token-current/trace.sqlite] with [/opt/nvidia/nsight-systems/2023.2.3/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)                                                  Name                                                
      0.0        1,169,103        704    1,660.7    1,664.0     1,568      1,760         33.9  void reduce_1Block_kernel<float, (int)128, (int)7, cublasGemvTensorStridedBatched<float>, cublasGem…
      0.0        1,005,246        688    1,461.1    1,440.0     1,120      1,824        128.4  dsv4_count_expert_ranks_kernel(const int *, int *, int, int, int, int)                              
      0.0          965,766        688    1,403.7    1,376.5     1,087      2,240        179.9  add_native_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int)               
      0.0          881,608        344    2,562.8    2,560.0     2,464      2,688         42.4  dsv4_combine_route_slot_outputs_kernel(const unsigned short *, unsigned short *, int, int, int)     
      0.0          839,964        688    1,220.9    1,280.0       927      1,377        102.6  dsv4_update_window_cache_kernel(const unsigned short *, unsigned short *, int, int, int, int)       
      0.0          779,268        538    1,448.5    1,472.0     1,120      1,952        184.0  dsv4_count_packed_local_experts_kernel(const int *, int *, int, int, int)                           
      0.0          754,138        344    2,192.3    2,176.0     2,048      2,400         71.4  dsv4_combine_route_outputs_kernel(const unsigned short *, const int *, unsigned short *, int, int, …
      0.0          244,449         16   15,278.1   15,296.0    14,976     15,520        163.0  dsv4_mhc_head_pre_kernel(const unsigned short *, const unsigned short *, const unsigned short *, co…
      0.0          206,689         16   12,918.1   13,024.0    12,000     13,728        375.4  argmax_kernel_fast(const __nv_bfloat16 *, int *, int)                                               
      0.0           44,192         16    2,762.0    2,784.5     2,592      2,912         97.7  rms_norm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)          
      0.0           40,769         16    2,548.1    2,576.5     2,304      2,816        150.3  embedding_batched_native_kernel(const __nv_bfloat16 *, const int *, __nv_bfloat16 *, int, int)      
      0.0           38,435         16    2,402.2    2,400.0     1,472      3,328        927.7  dsv4_mhc_expand_kernel(const unsigned short *, unsigned short *, int, int, int)                     

