
NOTICE: Existing SQLite export found: docs/trace-artifacts/2026-05-15-dsv4-deepep/nsys-single-decode-token-stream-recycle/trace.sqlite
        It is assumed file was previously exported from: docs/trace-artifacts/2026-05-15-dsv4-deepep/nsys-single-decode-token-stream-recycle/trace.nsys-rep
        Consider using --force-export=true if needed.

Processing [docs/trace-artifacts/2026-05-15-dsv4-deepep/nsys-single-decode-token-stream-recycle/trace.sqlite] with [/opt/nvidia/nsight-systems/2023.2.3/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 

 ** CUDA GPU Kernel Summary (cuda_gpu_kern_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)                                                  Name                                                
      0.0          810,464        344    2,356.0    2,367.0     2,208      2,496         54.0  dsv4_unpack_dispatch_payload_kernel(const unsigned short *, unsigned short *, int *, int, int, int) 
      0.0          789,989        344    2,296.5    2,304.0     2,208      2,433         44.1  dsv4_combine_route_slot_outputs_kernel(const unsigned short *, unsigned short *, int, int, int)     
      0.0          764,853        344    2,223.4    2,240.0     2,016      2,528         99.7  dsv4_sum_padded_route_outputs_by_peer_kernel(const unsigned short *, const int *, unsigned short *,…
      0.0          511,901        344    1,488.1    1,535.0     1,151      1,633         93.7  dsv4_sum_bf16_rows_kernel(const unsigned short *, unsigned short *, int, int)                       
      0.0          476,033        344    1,383.8    1,376.0     1,312      1,632         33.4  add_native_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int)               
      0.0          474,299        344    1,378.8    1,376.0     1,056      1,824        136.9  dsv4_count_expert_ranks_kernel(const int *, int *, int, int, int, int)                              
      0.0          459,963        344    1,337.1    1,344.0     1,215      1,440         38.3  add_assign_bf16_kernel(__nv_bfloat16 *, const __nv_bfloat16 *, int)                                 
      0.0          400,805        344    1,165.1    1,088.0       928      1,408        143.6  dsv4_init_padded_route_slots_kernel(int *, int *, int *, int)                                       
      0.0          244,800         16   15,300.0   15,296.0    15,008     15,648        215.4  dsv4_mhc_head_pre_kernel(const unsigned short *, const unsigned short *, const unsigned short *, co…
      0.0          205,249         16   12,828.1   12,736.0    12,256     13,761        402.2  argmax_kernel_fast(const __nv_bfloat16 *, int *, int)                                               
      0.0           44,223         16    2,763.9    2,751.5     2,592      3,040        126.3  rms_norm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)          
      0.0           32,992         16    2,062.0    2,095.5     1,888      2,368        131.0  embedding_batched_native_kernel(const __nv_bfloat16 *, const int *, __nv_bfloat16 *, int, int)      
      0.0           28,608         16    1,788.0    1,776.0     1,440      2,177        316.7  dsv4_mhc_expand_kernel(const unsigned short *, unsigned short *, int, int, int)                     

